id,name,number,rarity,hp,types,set_id,market_price_normal,market_price_holofoil,market_price_reverse
sv7-46,Electabuzz,46,Common,90,Lightning,sv7,0.07,,0.12
sv7-47,Electivire,47,Uncommon,150,Lightning,sv7,0.06,,0.2
sv7-48,Chinchou,48,Common,70,Lightning,sv7,0.05,,0.17
sv7-49,Lanturn,49,Uncommon,120,Lightning,sv7,0.08,,0.14
sv7-50,Joltik,50,Common,30,Lightning,sv7,0.22,,0.25
sv7-51,Galvantula ex,51,Double Rare,260,Lightning,sv7,,0.86,
sv7-52,Charjabug,52,Common,80,Lightning,sv7,0.08,,0.11
sv7-53,Vikavolt,53,Uncommon,160,Lightning,sv7,0.07,,0.13
sv7-55,Zeraora,55,Rare,120,Lightning,sv7,,0.11,0.16
sv7-54,Togedemaru,54,Uncommon,80,Lightning,sv7,0.08,,0.13
sv7-56,Pawmi,56,Common,40,Lightning,sv7,0.07,,0.15
sv7-57,Slowpoke,57,Common,80,Psychic,sv7,0.28,,0.5
sv7-58,Slowking,58,Uncommon,120,Psychic,sv7,0.16,,0.33
sv7-59,Mewtwo,59,Uncommon,130,Psychic,sv7,0.29,,0.74
sv7-60,Drifloon,60,Common,70,Psychic,sv7,0.08,,0.14
sv7-61,Drifblim,61,Uncommon,130,Psychic,sv7,0.1,,0.16
sv7-62,Yamask,62,Common,70,Psychic,sv7,0.08,,0.31
sv7-63,Comfey,63,Common,70,Psychic,sv7,0.07,,0.18
sv7-64,Milcery,64,Common,60,Psychic,sv7,0.14,,0.28
sv7-65,Alcremie,65,Rare,110,Psychic,sv7,,0.16,0.18
sv7-66,Fidough,66,Common,60,Psychic,sv7,0.15,,0.23
sv7-67,Dachsbun ex,67,Double Rare,250,Psychic,sv7,,1.08,
sv7-68,Flittle,68,Common,50,Psychic,sv7,0.12,,0.15
sv7-69,Espathra,69,Common,130,Psychic,sv7,0.16,,0.31
sv7-70,Greavard,70,Common,80,Psychic,sv7,0.08,,0.12
sv7-71,Iron Boulder,71,Rare,140,Psychic,sv7,,0.06,0.15
sv7-72,Cubone,72,Common,70,Fighting,sv7,0.18,,0.25
sv7-73,Marowak,73,Uncommon,120,Fighting,sv7,0.08,,0.18
sv7-74,Rhyhorn,74,Common,100,Fighting,sv7,0.09,,0.18
sv7-75,Rhydon,75,Common,140,Fighting,sv7,0.1,,0.15
sv7-76,Rhyperior,76,Rare,200,Fighting,sv7,,0.14,0.15
sv7-77,Meditite,77,Common,70,Fighting,sv7,0.12,,0.29
sv7-78,Meditite,78,Common,70,Fighting,sv7,0.09,,0.41
sv7-79,Medicham,79,Common,110,Fighting,sv7,0.12,,0.14
sv7-80,Medicham ex,80,Double Rare,260,Fighting,sv7,,0.62,
sv7-81,Riolu,81,Common,70,Fighting,sv7,0.17,,0.19
sv7-82,Lucario ex,82,Double Rare,250,Fighting,sv7,,0.89,
sv7-83,Mienfoo,83,Common,60,Fighting,sv7,0.08,,0.15
sv7-84,Mienshao,84,Uncommon,90,Fighting,sv7,0.06,,0.13
sv7-85,Pancham,85,Common,70,Fighting,sv7,0.09,,0.17
sv7-86,Diancie,86,Uncommon,110,Fighting,sv7,0.07,,0.12
sv7-87,Crabrawler,87,Common,90,Fighting,sv7,0.08,,0.12
sv7-88,Falinks,88,Common,110,Fighting,sv7,0.1,,0.15
sv7-89,Garganacl ex,89,Double Rare,340,Fighting,sv7,,0.64,
sv7-90,Koraidon,90,Uncommon,130,Fighting,sv7,0.04,,0.13
sv7-91,Gulpin,91,Common,70,Darkness,sv7,0.1,,0.18
sv7-92,Swalot,92,Uncommon,130,Darkness,sv7,0.17,,0.26
sv7-93,Pangoro,93,Uncommon,140,Darkness,sv7,0.06,,0.14
sv7-94,Impidimp,94,Common,70,Darkness,sv7,0.1,,0.15
sv7-95,Morgrem,95,Common,90,Darkness,sv7,0.07,,0.13
sv7-96,Grimmsnarl,96,Rare,170,Darkness,sv7,,0.11,0.15
sv7-97,Bombirdier,97,Common,100,Darkness,sv7,0.1,,0.19
sv7-98,Jirachi,98,Uncommon,80,Metal,sv7,0.11,,0.34
sv7-99,Klink,99,Common,60,Metal,sv7,0.05,,0.15
sv7-100,Klang,100,Common,90,Metal,sv7,0.04,,0.12
sv7-101,Klinklang,101,Rare,140,Metal,sv7,,0.12,0.15
sv7-102,Meltan,102,Common,60,Metal,sv7,0.2,,0.22
sv7-103,Meltan,103,Common,70,Metal,sv7,0.1,,0.17
sv7-104,Melmetal,104,Rare,160,Metal,sv7,,0.09,0.12
sv7-105,Melmetal ex,105,Double Rare,280,Metal,sv7,,0.7,
sv7-106,Duraludon,106,Common,130,Metal,sv7,0.04,,0.18
sv7-107,Archaludon,107,Rare,180,Metal,sv7,,0.09,0.13
sv7-108,Varoom,108,Common,80,Metal,sv7,0.05,,0.16
sv7-109,Revavroom,109,Uncommon,150,Metal,sv7,0.06,,0.12
sv7-110,Orthworm ex,110,Double Rare,220,Metal,sv7,,0.72,
sv7-111,Raging Bolt,111,Rare,130,Dragon,sv7,,0.2,0.21
sv7-112,Tauros,112,Common,120,Colorless,sv7,0.09,,0.15
sv7-113,Eevee,113,Common,60,Colorless,sv7,0.2,,0.35
sv7-114,Hoothoot,114,Common,70,Colorless,sv7,0.34,,0.67
sv7-115,Noctowl,115,Rare,100,Colorless,sv7,,0.29,0.35
sv7-116,Glameow,116,Common,60,Colorless,sv7,0.11,,0.15
sv7-117,Purugly,117,Common,120,Colorless,sv7,0.07,,0.18
sv7-118,Fan Rotom,118,Common,70,Colorless,sv7,0.12,,0.2
sv7-119,Bouffalant,119,Rare,100,Colorless,sv7,,0.23,0.23
sv7-120,Tornadus,120,Uncommon,110,Colorless,sv7,0.07,,0.13
sv7-121,Fletchling,121,Common,60,Colorless,sv7,0.09,,0.14
sv7-122,Fletchinder,122,Common,90,Colorless,sv7,0.09,,0.14
sv7-123,Talonflame,123,Uncommon,140,Colorless,sv7,0.06,,0.13
sv7-124,Wooloo,124,Common,70,Colorless,sv7,0.15,,0.2
sv7-125,Dubwool,125,Uncommon,130,Colorless,sv7,0.09,,0.12
sv7-126,Lechonk,126,Common,50,Colorless,sv7,0.07,,0.15
sv7-127,Cyclizar,127,Common,110,Colorless,sv7,0.06,,0.09
sv7-128,Terapagos ex,128,Double Rare,230,Colorless,sv7,,1.28,
sv7-129,Antique Cover Fossil,129,Common,60,,sv7,0.09,,0.23
sv7-130,Antique Root Fossil,130,Common,60,,sv7,0.13,,0.3
sv7-131,Area Zero Underdepths,131,Uncommon,,,sv7,0.17,,0.23
sv7-132,Briar,132,Uncommon,,,sv7,0.06,,0.12
sv7-133,Crispin,133,Uncommon,,,sv7,0.2,,0.52
sv7-134,Deluxe Bomb,134,ACE SPEC Rare,,,sv7,,0.36,
sv7-135,Glass Trumpet,135,Uncommon,,,sv7,0.08,,0.15
sv7-136,Grand Tree,136,ACE SPEC Rare,,,sv7,,0.42,
sv7-137,Gravity Gemstone,137,Uncommon,,,sv7,0.05,,0.13
sv7-138,Kofu,138,Uncommon,,,sv7,0.07,,0.11
sv7-139,Lacey,139,Uncommon,,,sv7,0.03,,0.11
sv7-140,Occa Berry,140,Uncommon,,,sv7,0.08,,0.13
sv7-141,Payapa Berry,141,Uncommon,,,sv7,0.08,,0.22
sv7-142,Sparkling Crystal,142,ACE SPEC Rare,,,sv7,,0.38,
sv7-143,Bulbasaur,143,Illustration Rare,70,Grass,sv7,,102.75,
sv7-144,Ledian,144,Illustration Rare,90,Grass,sv7,,4.79,
sv7-145,Lileep,145,Illustration Rare,100,Grass,sv7,,6.31,
sv7-146,Turtonator,146,Illustration Rare,130,Fire,sv7,,3.68,
sv7-147,Raboot,147,Illustration Rare,90,Fire,sv7,,6.29,
sv7-148,Squirtle,148,Illustration Rare,60,Water,sv7,,119.58,
sv7-150,Joltik,150,Illustration Rare,30,Lightning,sv7,,6.81,
sv7-149,Crabominable,149,Illustration Rare,160,Water,sv7,,2.42,
sv7-151,Zeraora,151,Illustration Rare,120,Lightning,sv7,,10.72,
sv7-152,Milcery,152,Illustration Rare,60,Psychic,sv7,,12.93,
sv7-154,Gulpin,154,Illustration Rare,70,Darkness,sv7,,10.94,
sv7-155,Archaludon,155,Illustration Rare,180,Metal,sv7,,3.24,
sv7-153,Meditite,153,Illustration Rare,70,Fighting,sv7,,6.43,
sv7-156,Hydrapple ex,156,Ultra Rare,330,Grass,sv7,,1.98,
sv7-158,Lapras ex,158,Ultra Rare,220,Water,sv7,,5.81,
sv7-157,Cinderace ex,157,Ultra Rare,320,Fire,sv7,,3.1,
sv7-159,Galvantula ex,159,Ultra Rare,260,Lightning,sv7,,1.72,
sv7-160,Dachsbun ex,160,Ultra Rare,250,Psychic,sv7,,2.88,
sv7-161,Medicham ex,161,Ultra Rare,260,Fighting,sv7,,1.07,
sv7-162,Orthworm ex,162,Ultra Rare,220,Metal,sv7,,1.11,
sv7-163,Briar,163,Ultra Rare,,,sv7,,1.95,
sv7-164,Crispin,164,Ultra Rare,,,sv7,,14.04,
sv7-165,Kofu,165,Ultra Rare,,,sv7,,0.92,
sv7-166,Lacey,166,Ultra Rare,,,sv7,,2.81,
sv7-167,Hydrapple ex,167,Special Illustration Rare,330,Grass,sv7,,23.05,
sv7-168,Galvantula ex,168,Special Illustration Rare,260,Lightning,sv7,,17.4,
sv7-169,Dachsbun ex,169,Special Illustration Rare,250,Psychic,sv7,,71.1,
sv7-170,Terapagos ex,170,Special Illustration Rare,230,Colorless,sv7,,34.85,
sv7-171,Briar,171,Special Illustration Rare,,,sv7,,12.13,
sv7-172,Lacey,172,Special Illustration Rare,,,sv7,,18.47,
sv7-173,Terapagos ex,173,Hyper Rare,230,Colorless,sv7,,10.97,
sv7-174,Area Zero Underdepths,174,Hyper Rare,,,sv7,,12.3,
sv7-175,Bravery Charm,175,Hyper Rare,,,sv7,,5.34,
sv8-1,Exeggcute,1,Common,30,Grass,sv8,0.08,,0.21
sv8-2,Exeggcute,2,Common,50,Grass,sv8,0.1,,0.21
sv8-3,Exeggutor,3,Uncommon,130,Grass,sv8,0.08,,0.17
sv8-4,Durant ex,4,Double Rare,190,Grass,sv8,,0.64,
sv8-5,Scatterbug,5,Common,40,Grass,sv8,0.05,,0.17
sv8-6,Spewpa,6,Common,80,Grass,sv8,0.08,,0.16
sv8-7,Vivillon,7,Uncommon,120,Grass,sv8,0.11,,0.27
sv8-8,Morelull,8,Common,60,Grass,sv8,0.07,,0.15
sv8-9,Shiinotic,9,Uncommon,110,Grass,sv8,0.11,,0.22
sv8-10,Dhelmise,10,Common,130,Grass,sv8,0.06,,0.14
sv8-11,Zarude,11,Rare,120,Grass,sv8,,0.15,0.26
sv8-12,Capsakid,12,Common,70,Grass,sv8,0.05,,0.16
sv8-13,Rellor,13,Common,40,Grass,sv8,0.05,,0.11
sv8-14,Rabsca,14,Rare,70,Grass,sv8,,0.07,0.22
sv8-15,Wo-Chien,15,Uncommon,130,Grass,sv8,0.11,,0.27
sv8-16,Vulpix,16,Common,70,Fire,sv8,0.16,,0.22
sv8-17,Ninetales,17,Uncommon,120,Fire,sv8,0.18,,0.34
sv8-18,Paldean Tauros,18,Uncommon,130,Fire,sv8,0.08,,0.23
sv8-19,Ho-Oh,19,Uncommon,130,Fire,sv8,0.12,,0.26
sv8-20,Castform Sunny Form,20,Common,70,Fire,sv8,0.07,,0.15
sv8-21,Victini,21,Uncommon,70,Fire,sv8,0.15,,0.25
sv8-22,Pansear,22,Common,60,Fire,sv8,0.06,,0.2
sv8-23,Simisear,23,Common,90,Fire,sv8,0.07,,0.15
sv8-24,Larvesta,24,Common,70,Fire,sv8,0.05,,0.13
sv8-25,Volcarona,25,Common,140,Fire,sv8,0.1,,0.13
sv8-26,Oricorio,26,Common,90,Fire,sv8,0.07,,0.11
sv8-27,Sizzlipede,27,Common,80,Fire,sv8,0.04,,0.16
sv8-28,Centiskorch,28,Common,130,Fire,sv8,0.13,,0.14
sv8-29,Fuecoco,29,Common,80,Fire,sv8,0.11,,0.19
sv8-30,Crocalor,30,Common,110,Fire,sv8,0.07,,0.13
sv8-31,Skeledirge,31,Rare,180,Fire,sv8,,0.13,0.18
sv8-32,Charcadet,32,Common,70,Fire,sv8,0.19,,0.23
sv8-33,Charcadet,33,Common,80,Fire,sv8,0.1,,0.13
sv8-34,Armarouge,34,Uncommon,140,Fire,sv8,0.12,,0.26
sv8-35,Ceruledge,35,Uncommon,140,Fire,sv8,0.13,,0.19
sv8-36,Ceruledge ex,36,Double Rare,270,Fire,sv8,,1.7,
sv8-37,Scovillain ex,37,Double Rare,260,Fire,sv8,,0.66,
sv8-38,Gouging Fire,38,Rare,130,Fire,sv8,,0.11,0.22
sv8-39,Paldean Tauros,39,Uncommon,130,Water,sv8,0.11,,0.19
sv8-40,Mantine,40,Common,110,Water,sv8,0.1,,0.22
sv8-41,Feebas,41,Common,30,Water,sv8,0.05,,0.18
sv8-42,Milotic ex,42,Double Rare,270,Water,sv8,,0.71,
sv8-43,Spheal,43,Common,70,Water,sv8,0.08,,0.2
sv8-44,Sealeo,44,Common,100,Water,sv8,0.07,,0.18
sv8-45,Walrein,45,Uncommon,170,Water,sv8,0.06,,0.17
sv8-46,Shellos,46,Common,70,Water,sv8,0.14,,0.18
sv8-47,Cryogonal,47,Common,90,Water,sv8,0.08,,0.12
sv8-48,Black Kyurem ex,48,Double Rare,230,Water,sv8,,0.72,
sv8-49,Bruxish,49,Uncommon,110,Water,sv8,0.07,,0.23
sv8-50,Quaxly,50,Common,60,Water,sv8,0.08,,0.14
sv8-51,Quaxwell,51,Common,100,Water,sv8,0.08,,0.12
sv8-52,Quaquaval,52,Uncommon,170,Water,sv8,0.09,,0.2
sv8-53,Cetoddle,53,Common,100,Water,sv8,0.06,,0.17
sv8-54,Cetitan,54,Common,180,Water,sv8,0.05,,0.15
sv8-55,Iron Bundle,55,Uncommon,100,Water,sv8,0.12,,0.25
sv8-56,Chien-Pao,56,Rare,120,Water,sv8,,0.16,0.3
sv8-57,Pikachu ex,57,Double Rare,200,Lightning,sv8,,4.43,
sv8-58,Magnemite,58,Common,60,Lightning,sv8,0.05,,0.14
sv8-59,Magneton,59,Uncommon,100,Lightning,sv8,0.14,,0.27
sv8-60,Magnezone,60,Uncommon,170,Lightning,sv8,0.06,,0.21
sv8-61,Rotom,61,Common,80,Lightning,sv8,0.04,,0.15
sv8-62,Blitzle,62,Common,70,Lightning,sv8,0.02,,0.13
sv8-63,Zebstrika,63,Common,130,Lightning,sv8,0.09,,0.11
sv8-64,Stunfisk,64,Common,110,Lightning,sv8,0.06,,0.11
sv8-65,Tapu Koko,65,Rare,120,Lightning,sv8,,0.09,0.26
sv8-66,Wattrel,66,Common,60,Lightning,sv8,0.05,,0.12
sv8-67,Kilowattrel,67,Uncommon,120,Lightning,sv8,0.07,,0.17
sv8-68,Kilowattrel ex,68,Double Rare,260,Lightning,sv8,,0.6,
sv8-69,Miraidon,69,Uncommon,120,Lightning,sv8,0.05,,0.2
sv8-70,Togepi,70,Common,50,Psychic,sv8,0.1,,0.27
sv8-71,Togetic,71,Common,90,Psychic,sv8,0.08,,0.22
sv8-72,Togekiss,72,Rare,140,Psychic,sv8,,0.17,0.28
sv8-73,Marill,73,Common,60,Psychic,sv8,0.05,,0.16
sv8-74,Azumarill,74,Uncommon,120,Psychic,sv8,0.12,,0.27
sv8-75,Smoochum,75,Common,30,Psychic,sv8,0.21,,0.33
sv8-76,Latias ex,76,Double Rare,210,Psychic,sv8,,4.68,
sv8-77,Latios,77,Uncommon,120,Psychic,sv8,0.06,,0.24
sv8-78,Uxie,78,Common,70,Psychic,sv8,0.15,,0.31
sv8-79,Mesprit,79,Common,70,Psychic,sv8,0.09,,0.21
sv8-80,Azelf,80,Common,70,Psychic,sv8,0.09,,0.26
sv8-81,Sigilyph,81,Common,110,Psychic,sv8,0.08,,0.16
sv8-82,Yamask,82,Common,70,Psychic,sv8,0.04,,0.14
sv8-83,Cofagrigus,83,Rare,120,Psychic,sv8,,0.14,0.23
sv8-84,Espurr,84,Common,60,Psychic,sv8,0.09,,0.23
sv8-85,Meowstic,85,Uncommon,90,Psychic,sv8,0.06,,0.17
sv8-86,Sylveon ex,86,Double Rare,270,Psychic,sv8,,1.76,
sv8-87,Dedenne,87,Common,70,Psychic,sv8,0.11,,0.14
sv8-88,Xerneas,88,Uncommon,130,Psychic,sv8,0.07,,0.18
sv8-89,Oricorio,89,Common,90,Psychic,sv8,0.09,,0.14
sv8-90,Sandygast,90,Common,90,Psychic,sv8,0.02,,0.14
sv8-91,Palossand ex,91,Double Rare,280,Psychic,sv8,,0.62,
sv8-92,Tapu Lele,92,Rare,110,Psychic,sv8,,0.09,0.16
sv8-93,Indeedee,93,Uncommon,100,Psychic,sv8,0.08,,0.19
sv8-94,Flittle,94,Common,40,Psychic,sv8,0.05,,0.12
sv8-95,Espathra,95,Uncommon,120,Psychic,sv8,0.06,,0.19
sv8-96,Flutter Mane,96,Uncommon,90,Psychic,sv8,0.09,,0.18
sv8-97,Gimmighoul,97,Common,70,Psychic,sv8,0.16,,0.17
sv8-98,Mankey,98,Common,60,Fighting,sv8,0.05,,0.12
sv8-99,Primeape,99,Common,110,Fighting,sv8,0.07,,0.13
sv8-100,Annihilape,100,Uncommon,140,Fighting,sv8,0.1,,0.25
sv8-101,Paldean Tauros,101,Uncommon,130,Fighting,sv8,0.09,,0.18
sv8-102,Phanpy,102,Common,80,Fighting,sv8,0.09,,0.16
sv8-103,Donphan,103,Common,150,Fighting,sv8,0.07,,0.13
sv8-104,Trapinch,104,Common,60,Fighting,sv8,0.07,,0.16
sv8-105,Vibrava,105,Common,90,Fighting,sv8,0.14,,0.19
sv8-106,Flygon ex,106,Double Rare,310,Fighting,sv8,,0.78,
sv8-107,Gastrodon,107,Rare,130,Fighting,sv8,,0.09,0.18
sv8-108,Drilbur,108,Common,70,Fighting,sv8,0.06,,0.17
sv8-109,Excadrill,109,Common,120,Fighting,sv8,0.03,,0.13
sv8-110,Landorus,110,Rare,130,Fighting,sv8,,0.09,0.17
sv8-111,Passimian,111,Uncommon,110,Fighting,sv8,0.06,,0.18
sv8-112,Clobbopus,112,Common,70,Fighting,sv8,0.05,,0.09
sv8-113,Grapploct,113,Common,140,Fighting,sv8,0.06,,0.11
sv8-114,Glimmet,114,Common,70,Fighting,sv8,0.05,,0.12
sv8-115,Glimmora,115,Common,130,Fighting,sv8,0.08,,0.13
sv8-116,Koraidon,116,Uncommon,130,Fighting,sv8,0.04,,0.2
sv8-117,Deino,117,Common,70,Darkness,sv8,0.09,,0.17
sv8-118,Zweilous,118,Common,100,Darkness,sv8,0.06,,0.14
sv8-119,Hydreigon ex,119,Double Rare,330,Darkness,sv8,,0.73,
sv8-120,Shroodle,120,Common,60,Darkness,sv8,0.03,,0.11
sv8-121,Grafaiai,121,Uncommon,100,Darkness,sv8,0.03,,0.16
sv8-122,Alolan Diglett,122,Common,50,Metal,sv8,0.07,,0.2
sv8-123,Alolan Dugtrio,123,Uncommon,110,Metal,sv8,0.12,,0.2
sv8-124,Skarmory,124,Common,110,Metal,sv8,0.05,,0.13
sv8-125,Registeel,125,Uncommon,130,Metal,sv8,0.08,,0.18
sv8-126,Bronzor,126,Common,60,Metal,sv8,0.03,,0.1
sv8-127,Bronzong,127,Common,130,Metal,sv8,0.06,,0.15
sv8-128,Klefki,128,Common,70,Metal,sv8,0.06,,0.14
sv8-129,Duraludon,129,Common,130,Metal,sv8,0.05,,0.1
sv8-130,Archaludon ex,130,Double Rare,300,Metal,sv8,,0.65,
sv8-131,Gholdengo,131,Uncommon,130,Metal,sv8,0.09,,0.21
sv8-132,Iron Crown,132,Rare,130,Metal,sv8,,0.09,0.22
sv8-133,Alolan Exeggutor ex,133,Double Rare,300,Dragon,sv8,,0.7,
sv8-134,Altaria,134,Uncommon,120,Dragon,sv8,0.11,,0.22
sv8-135,Dialga,135,Rare,130,Dragon,sv8,,0.13,0.25
sv8-136,Palkia,136,Rare,130,Dragon,sv8,,0.15,0.27
sv8-137,Turtonator,137,Uncommon,120,Dragon,sv8,0.05,,0.14
sv8-138,Applin,138,Common,40,Dragon,sv8,0.15,,0.18
sv8-139,Flapple,139,Uncommon,80,Dragon,sv8,0.13,,0.22
sv8-140,Appletun,140,Uncommon,90,Dragon,sv8,0.1,,0.27
sv8-141,Eternatus,141,Rare,150,Dragon,sv8,,0.11,0.26
sv8-142,Tatsugiri ex,142,Double Rare,160,Dragon,sv8,,0.7,
sv8-143,Eevee,143,Common,50,Colorless,sv8,0.2,,0.42
sv8-144,Snorlax,144,Common,150,Colorless,sv8,0.25,,0.49
sv8-145,Slakoth,145,Common,60,Colorless,sv8,0.09,,0.12
sv8-146,Vigoroth,146,Common,90,Colorless,sv8,0.1,,0.18
sv8-147,Slaking ex,147,Double Rare,340,Colorless,sv8,,0.55,
sv8-148,Swablu,148,Common,50,Colorless,sv8,0.07,,0.13
sv8-149,Zangoose,149,Common,90,Colorless,sv8,0.05,,0.13
sv8-150,Kecleon,150,Common,70,Colorless,sv8,0.08,,0.15
sv8-151,Bouffalant,151,Common,130,Colorless,sv8,0.05,,0.16
sv8-152,Rufflet,152,Common,70,Colorless,sv8,0.03,,0.16
sv8-153,Braviary,153,Uncommon,130,Colorless,sv8,0.12,,0.24
sv8-154,Helioptile,154,Common,70,Colorless,sv8,0.04,,0.15
sv8-155,Heliolisk,155,Common,110,Colorless,sv8,0.05,,0.16
sv8-156,Oranguru,156,Common,120,Colorless,sv8,0.06,,0.15
sv8-157,Tandemaus,157,Common,40,Colorless,sv8,0.14,,0.28
sv8-158,Maushold,158,Uncommon,80,Colorless,sv8,0.15,,0.3
sv8-159,Cyclizar ex,159,Double Rare,210,Colorless,sv8,,0.56,
sv8-160,Flamigo ex,160,Double Rare,200,Colorless,sv8,,0.55,
sv8-161,Terapagos,161,Rare,120,Colorless,sv8,,0.13,0.3
sv8-162,Amulet of Hope,162,ACE SPEC Rare,,,sv8,,0.37,
sv8-163,Babiri Berry,163,Uncommon,,,sv8,0.05,,0.19
sv8-164,Brilliant Blender,164,ACE SPEC Rare,,,sv8,,0.58,
sv8-165,Call Bell,165,Uncommon,,,sv8,0.05,,0.15
sv8-166,Chill Teaser Toy,166,Uncommon,,,sv8,0.09,,0.21
sv8-167,Clemont's Quick Wit,167,Uncommon,,,sv8,0.08,,0.16
sv8-168,Colbur Berry,168,Uncommon,,,sv8,0.06,,0.17
sv8-169,Counter Gain,169,Uncommon,,,sv8,0.14,,0.25
sv8-170,Cyrano,170,Uncommon,,,sv8,0.22,,0.33
sv8-171,Deduction Kit,171,Uncommon,,,sv8,0.08,,0.19
sv8-172,Dragon Elixir,172,Uncommon,,,sv8,0.07,,0.17
sv8-173,Drasna,173,Common,,,sv8,0.14,,0.23
sv8-174,Drayton,174,Uncommon,,,sv8,0.11,,0.28
sv8-175,Dusk Ball,175,Uncommon,,,sv8,0.15,,0.27
sv8-176,Energy Search Pro,176,ACE SPEC Rare,,,sv8,,0.64,
sv8-177,Gravity Mountain,177,Uncommon,,,sv8,0.21,,0.37
sv8-178,Jasmine's Gaze,178,Uncommon,,,sv8,0.1,,0.23
sv8-179,Lisia's Appeal,179,Uncommon,,,sv8,0.17,,0.23
sv8-180,Lively Stadium,180,Uncommon,,,sv8,0.2,,0.25
sv8-181,Meddling Memo,181,Uncommon,,,sv8,0.06,,0.19
sv8-182,Megaton Blower,182,ACE SPEC Rare,,,sv8,,0.4,
sv8-183,Miracle Headset,183,ACE SPEC Rare,,,sv8,,0.64,
sv8-184,Passho Berry,184,Uncommon,,,sv8,0.04,,0.16
sv8-185,Precious Trolley,185,ACE SPEC Rare,,,sv8,,3.01,
sv8-186,Scramble Switch,186,ACE SPEC Rare,,,sv8,,0.46,
sv8-187,Surfer,187,Uncommon,,,sv8,0.16,,0.19
sv8-188,Technical Machine: Fluorite,188,Uncommon,,,sv8,0.04,,0.19
sv8-189,Tera Orb,189,Uncommon,,,sv8,0.19,,0.24
sv8-190,Tyme,190,Uncommon,,,sv8,0.06,,0.12
sv8-191,Enriching Energy,191,ACE SPEC Rare,,,sv8,,3.12,
sv8-192,Exeggcute,192,Illustration Rare,30,Grass,sv8,,6.29,
sv8-193,Vivillon,193,Illustration Rare,120,Grass,sv8,,4.28,
sv8-194,Shiinotic,194,Illustration Rare,110,Grass,sv8,,3.43,
sv8-195,Castform Sunny Form,195,Illustration Rare,70,Fire,sv8,,6.62,
sv8-196,Larvesta,196,Illustration Rare,70,Fire,sv8,,2.04,
sv8-197,Ceruledge,197,Illustration Rare,140,Fire,sv8,,18.93,
sv8-198,Feebas,198,Illustration Rare,30,Water,sv8,,8.37,
sv8-199,Spheal,199,Illustration Rare,70,Water,sv8,,8.14,
sv8-200,Bruxish,200,Illustration Rare,110,Water,sv8,,2.53,
sv8-201,Cetitan,201,Illustration Rare,180,Water,sv8,,2.53,
sv8-202,Stunfisk,202,Illustration Rare,110,Lightning,sv8,,1.46,
sv8-203,Latios,203,Illustration Rare,120,Psychic,sv8,,32.46,
sv8-204,Mesprit,204,Illustration Rare,70,Psychic,sv8,,9.75,
sv8-205,Phanpy,205,Illustration Rare,80,Fighting,sv8,,7.37,
sv8-206,Vibrava,206,Illustration Rare,90,Fighting,sv8,,2.7,
sv8-207,Clobbopus,207,Illustration Rare,70,Fighting,sv8,,5.25,
sv8-208,Alolan Dugtrio,208,Illustration Rare,110,Metal,sv8,,6.67,
sv8-209,Skarmory,209,Illustration Rare,110,Metal,sv8,,9.04,
sv8-210,Flapple,210,Illustration Rare,80,Dragon,sv8,,3.81,
sv8-211,Appletun,211,Illustration Rare,90,Dragon,sv8,,6.29,
sv8-212,Slakoth,212,Illustration Rare,60,Colorless,sv8,,9.71,
sv8-213,Kecleon,213,Illustration Rare,70,Colorless,sv8,,5.45,
sv8-214,Braviary,214,Illustration Rare,130,Colorless,sv8,,4.68,
sv8-215,Durant ex,215,Ultra Rare,190,Grass,sv8,,1.14,
sv8-216,Scovillain ex,216,Ultra Rare,260,Fire,sv8,,1.21,
sv8-217,Milotic ex,217,Ultra Rare,270,Water,sv8,,2.63,
sv8-218,Black Kyurem ex,218,Ultra Rare,230,Water,sv8,,2.7,
sv8-219,Pikachu ex,219,Ultra Rare,200,Lightning,sv8,,27.97,
sv8-220,Latias ex,220,Ultra Rare,210,Psychic,sv8,,7.9,
sv8-221,Palossand ex,221,Ultra Rare,280,Psychic,sv8,,1.59,
sv8-222,Flygon ex,222,Ultra Rare,310,Fighting,sv8,,2.75,
sv8-223,Hydreigon ex,223,Ultra Rare,330,Darkness,sv8,,4.92,
sv8-224,Archaludon ex,224,Ultra Rare,300,Metal,sv8,,1.1,
sv8-225,Alolan Exeggutor ex,225,Ultra Rare,300,Dragon,sv8,,2.11,
sv8-226,Tatsugiri ex,226,Ultra Rare,160,Dragon,sv8,,2.26,
sv8-227,Slaking ex,227,Ultra Rare,340,Colorless,sv8,,0.93,
sv8-228,Cyclizar ex,228,Ultra Rare,210,Colorless,sv8,,1.7,
sv8-229,Clemont's Quick Wit,229,Ultra Rare,,,sv8,,1.15,
sv8-230,Cyrano,230,Ultra Rare,,,sv8,,5.62,
sv8-231,Drasna,231,Ultra Rare,,,sv8,,0.92,
sv8-232,Drayton,232,Ultra Rare,,,sv8,,1.2,
sv8-233,Jasmine's Gaze,233,Ultra Rare,,,sv8,,1.67,
sv8-234,Lisia's Appeal,234,Ultra Rare,,,sv8,,3.08,
sv8-235,Surfer,235,Ultra Rare,,,sv8,,1.36,
sv8-236,Durant ex,236,Special Illustration Rare,190,Grass,sv8,,26.68,
sv8-237,Milotic ex,237,Special Illustration Rare,270,Water,sv8,,108.06,
sv8-238,Pikachu ex,238,Special Illustration Rare,200,Lightning,sv8,,307.5,
